GeneID,Count,GeneName
ENSG00000000003,380,TSPAN6
ENSG00000000005,81,TNMD
ENSG00000000419,1008,DPM1
ENSG00000000457,421,SCYL3
ENSG00000000460,79,C1orf112
ENSG00000000938,0,FGR
ENSG00000000971,2,CFH
ENSG00000001036,684,FUCA2
ENSG00000001084,634,GCLC
ENSG00000001167,1390,NFYA
ENSG00000001460,486,STPG1
ENSG00000001461,1234,NIPAL3
ENSG00000001497,2814,LAS1L
ENSG00000001561,618,ENPP4
ENSG00000001617,865,SEMA3F
ENSG00000001626,92,CFTR
ENSG00000001629,3365,ANKIB1
ENSG00000001630,1237,CYP51A1
ENSG00000001631,261,KRIT1
ENSG00000002016,675,RAD52
ENSG00000002079,20,MYH16
ENSG00000002330,934,BAD
ENSG00000002549,1217,LAP3
ENSG00000002586,647,CD99
ENSG00000002587,168,HS3ST1
ENSG00000002726,6,AOC1
ENSG00000002745,0,WNT16
ENSG00000002746,3419,HECW1
ENSG00000002822,8,MAD1L1
ENSG00000002834,7729,LASP1
ENSG00000002919,1202,SNX11
ENSG00000002933,14,TMEM176A
ENSG00000003056,2226,M6PR
ENSG00000003096,2244,KLHL13
ENSG00000003137,132,CYP26B1
ENSG00000003147,1462,ICA1
ENSG00000003249,4232,DBNDD1
ENSG00000003393,2635,ALS2
ENSG00000003400,45,CASP10
ENSG00000003402,1695,CFLAR
ENSG00000003436,35,TFPI
ENSG00000003509,999,NDUFAF7
ENSG00000003756,6496,RBM5
ENSG00000003987,1696,MTMR7
ENSG00000003989,0,SLC7A2
ENSG00000004059,5821,ARF5
ENSG00000004139,1519,SARM1
ENSG00000004142,3239,POLDIP2
ENSG00000004399,126,PLXND1
ENSG00000004455,2929,AK2
ENSG00000004468,24,CD38
ENSG00000004478,8509,FKBP4
ENSG00000004487,9835,KDM1A
ENSG00000004534,5334,RBM6
ENSG00000004660,1031,CAMKK1
ENSG00000004700,387,RECQL
ENSG00000004766,2179,VPS50
ENSG00000004776,4,HSPB6
ENSG00000004777,3870,ARHGAP33
ENSG00000004779,2060,NDUFAB1
ENSG00000004799,2,PDK4
ENSG00000004809,2,SLC22A16
ENSG00000004838,78,ZMYND10
ENSG00000004846,0,ABCB5
ENSG00000004848,51,ARX
ENSG00000004864,2350,SLC25A13
ENSG00000004866,1655,ST7
ENSG00000004897,2486,CDC27
ENSG00000004939,20,SLC4A1
ENSG00000004948,7,CALCR
ENSG00000004961,698,HCCS
ENSG00000004975,1242,DVL2
ENSG00000005001,9,PRSS22
ENSG00000005007,2741,UPF1
ENSG00000005020,959,SKAP2
ENSG00000005022,5029,SLC25A5
ENSG00000005059,229,MCUB
ENSG00000005073,1,HOXA11
ENSG00000005075,893,POLR2J
ENSG00000005100,934,DHX33
ENSG00000005102,0,MEOX1
ENSG00000005108,7075,THSD7A
ENSG00000005156,1173,LIG3
ENSG00000005175,1646,RPAP3
ENSG00000005187,4,ACSM3
ENSG00000005189,161,REXO5
ENSG00000005194,4265,CIAPIN1
ENSG00000005206,2292,SPPL2B
ENSG00000005238,2379,FAM214B
ENSG00000005243,4,COPZ2
ENSG00000005249,7505,PRKAR2B
ENSG00000005302,1545,MSL3
ENSG00000005339,2606,CREBBP
ENSG00000005379,5782,TSPOAP1
ENSG00000005381,0,MPO
ENSG00000005421,14,PON1
ENSG00000005436,338,GCFC2
ENSG00000005448,1415,WDR54
ENSG00000005469,376,CROT
ENSG00000005471,42,ABCB4
ENSG00000005483,3414,KMT2E
ENSG00000005486,6297,RHBDD2
