GeneID,Count,GeneName
ENSG00000000003,638,TSPAN6
ENSG00000000005,10,TNMD
ENSG00000000419,676,DPM1
ENSG00000000457,488,SCYL3
ENSG00000000460,131,C1orf112
ENSG00000000938,0,FGR
ENSG00000000971,0,CFH
ENSG00000001036,498,FUCA2
ENSG00000001084,572,GCLC
ENSG00000001167,1251,NFYA
ENSG00000001460,152,STPG1
ENSG00000001461,1190,NIPAL3
ENSG00000001497,1987,LAS1L
ENSG00000001561,718,ENPP4
ENSG00000001617,795,SEMA3F
ENSG00000001626,70,CFTR
ENSG00000001629,3564,ANKIB1
ENSG00000001630,496,CYP51A1
ENSG00000001631,399,KRIT1
ENSG00000002016,675,RAD52
ENSG00000002079,24,MYH16
ENSG00000002330,404,BAD
ENSG00000002549,616,LAP3
ENSG00000002586,655,CD99
ENSG00000002587,112,HS3ST1
ENSG00000002726,8,AOC1
ENSG00000002745,1,WNT16
ENSG00000002746,3619,HECW1
ENSG00000002822,13,MAD1L1
ENSG00000002834,6229,LASP1
ENSG00000002919,695,SNX11
ENSG00000002933,5,TMEM176A
ENSG00000003056,1303,M6PR
ENSG00000003096,1165,KLHL13
ENSG00000003137,209,CYP26B1
ENSG00000003147,687,ICA1
ENSG00000003249,2545,DBNDD1
ENSG00000003393,2701,ALS2
ENSG00000003400,15,CASP10
ENSG00000003402,1049,CFLAR
ENSG00000003436,12,TFPI
ENSG00000003509,899,NDUFAF7
ENSG00000003756,6207,RBM5
ENSG00000003987,1391,MTMR7
ENSG00000003989,37,SLC7A2
ENSG00000004059,2603,ARF5
ENSG00000004139,1825,SARM1
ENSG00000004142,1925,POLDIP2
ENSG00000004399,142,PLXND1
ENSG00000004455,2148,AK2
ENSG00000004468,2,CD38
ENSG00000004478,3719,FKBP4
ENSG00000004487,7410,KDM1A
ENSG00000004534,4808,RBM6
ENSG00000004660,904,CAMKK1
ENSG00000004700,364,RECQL
ENSG00000004766,1483,VPS50
ENSG00000004776,11,HSPB6
ENSG00000004777,4360,ARHGAP33
ENSG00000004779,749,NDUFAB1
ENSG00000004799,0,PDK4
ENSG00000004809,0,SLC22A16
