GeneID,Count,GeneName
ENSG00000000003,518,TSPAN6
ENSG00000000005,204,TNMD
ENSG00000000419,615,DPM1
ENSG00000000457,415,SCYL3
ENSG00000000460,148,C1orf112
ENSG00000000938,0,FGR
ENSG00000000971,8,CFH
ENSG00000001036,475,FUCA2
ENSG00000001084,600,GCLC
ENSG00000001167,1222,NFYA
ENSG00000001460,156,STPG1
ENSG00000001461,1031,NIPAL3
ENSG00000001497,2616,LAS1L
ENSG00000001561,521,ENPP4
ENSG00000001617,907,SEMA3F
ENSG00000001626,97,CFTR
ENSG00000001629,4287,ANKIB1
ENSG00000001630,428,CYP51A1
ENSG00000001631,425,KRIT1
ENSG00000002016,970,RAD52
ENSG00000002079,17,MYH16
ENSG00000002330,329,BAD
ENSG00000002549,737,LAP3
ENSG00000002586,852,CD99
ENSG00000002587,80,HS3ST1
ENSG00000002726,1,AOC1
ENSG00000002745,0,WNT16
ENSG00000002746,4446,HECW1
ENSG00000002822,16,MAD1L1
ENSG00000002834,6235,LASP1
ENSG00000002919,655,SNX11
ENSG00000002933,2,TMEM176A
ENSG00000003056,1372,M6PR
ENSG00000003096,1268,KLHL13
ENSG00000003137,276,CYP26B1
ENSG00000003147,603,ICA1
ENSG00000003249,2576,DBNDD1
ENSG00000003393,2961,ALS2
ENSG00000003400,16,CASP10
ENSG00000003402,2060,CFLAR
ENSG00000003436,152,TFPI
ENSG00000003509,1160,NDUFAF7
ENSG00000003756,8424,RBM5
ENSG00000003987,1458,MTMR7
ENSG00000003989,46,SLC7A2
ENSG00000004059,1712,ARF5
ENSG00000004139,1970,SARM1
ENSG00000004142,1780,POLDIP2
ENSG00000004399,341,PLXND1
ENSG00000004455,2574,AK2
ENSG00000004468,4,CD38
ENSG00000004478,4291,FKBP4
ENSG00000004487,8379,KDM1A
ENSG00000004534,6673,RBM6
ENSG00000004660,1126,CAMKK1
ENSG00000004700,480,RECQL
ENSG00000004766,1698,VPS50
ENSG00000004776,9,HSPB6
ENSG00000004777,3898,ARHGAP33
ENSG00000004779,559,NDUFAB1
ENSG00000004799,4,PDK4
ENSG00000004809,6,SLC22A16
ENSG00000004838,102,ZMYND10
ENSG00000004846,4,ABCB5
ENSG00000004848,56,ARX
ENSG00000004864,1439,SLC25A13
ENSG00000004866,1023,ST7
ENSG00000004897,2096,CDC27
ENSG00000004939,6,SLC4A1
ENSG00000004948,4,CALCR
ENSG00000004961,379,HCCS
ENSG00000004975,1095,DVL2
ENSG00000005001,0,PRSS22
ENSG00000005007,3069,UPF1
ENSG00000005020,574,SKAP2
ENSG00000005022,1798,SLC25A5
ENSG00000005059,155,MCUB
ENSG00000005073,21,HOXA11
ENSG00000005075,396,POLR2J
ENSG00000005100,1142,DHX33
ENSG00000005102,2,MEOX1
ENSG00000005108,7302,THSD7A
ENSG00000005156,1271,LIG3
ENSG00000005175,1144,RPAP3
ENSG00000005187,26,ACSM3
ENSG00000005189,149,REXO5
ENSG00000005194,1728,CIAPIN1
ENSG00000005206,2397,SPPL2B
ENSG00000005238,1634,FAM214B
ENSG00000005243,14,COPZ2
ENSG00000005249,4478,PRKAR2B
ENSG00000005302,1341,MSL3
ENSG00000005339,5542,CREBBP
ENSG00000005379,6084,TSPOAP1
ENSG00000005381,2,MPO
ENSG00000005421,10,PON1
ENSG00000005436,421,GCFC2
ENSG00000005448,549,WDR54
ENSG00000005469,316,CROT
ENSG00000005471,21,ABCB4
ENSG00000005483,5093,KMT2E
ENSG00000005486,3124,RHBDD2
ENSG00000005513,351,SOX8
ENSG00000005700,2416,IBTK
ENSG00000005801,2854,ZNF195
ENSG00000005810,13054,MYCBP2
ENSG00000005812,605,FBXL3
ENSG00000005844,6,ITGAL
ENSG00000005882,253,PDK2
ENSG00000005884,5509,ITGA3
ENSG00000005889,867,ZFX
ENSG00000005893,2880,LAMP2
ENSG00000005961,280,ITGA2B
ENSG00000005981,0,ASB4
ENSG00000006007,1686,GDE1
ENSG00000006015,512,REX1BD
ENSG00000006016,26,CRLF1
ENSG00000006025,674,OSBPL7
ENSG00000006042,493,TMEM98
ENSG00000006047,174,YBX2
ENSG00000006059,0,KRT33A
ENSG00000006062,372,MAP3K14
ENSG00000006071,1784,ABCC8
ENSG00000006116,65,CACNG3
ENSG00000006118,11954,TMEM132A
ENSG00000006125,19989,AP2B1
ENSG00000006128,773,TAC1
ENSG00000006194,978,ZNF263
ENSG00000006210,138,CX3CL1
ENSG00000006282,744,SPATA20
ENSG00000006283,156,CACNA1G
ENSG00000006327,97,TNFRSF12A
ENSG00000006377,22,DLX6
ENSG00000006432,4569,MAP3K9
ENSG00000006451,2187,RALA
ENSG00000006453,48,BAIAP2L1
ENSG00000006459,837,KDM7A
ENSG00000006468,862,ETV1
ENSG00000006530,1236,AGK
ENSG00000006534,20,ALDH3B1
ENSG00000006555,4,TTC22
ENSG00000006576,1234,PHTF2
ENSG00000006606,0,CCL26
ENSG00000006607,1469,FARP2
ENSG00000006611,1,USH1C
ENSG00000006625,158,GGCT
ENSG00000006634,353,DBF4
ENSG00000006638,12,TBXA2R
ENSG00000006652,397,IFRD1
ENSG00000006659,0,LGALS14
ENSG00000006695,585,COX10
ENSG00000006704,2224,GTF2IRD1
ENSG00000006712,1877,PAF1
ENSG00000006715,3303,VPS41
ENSG00000006740,1102,ARHGAP44
ENSG00000006744,1958,ELAC2
ENSG00000006747,7,SCIN
ENSG00000006756,888,ARSD
ENSG00000006757,218,PNPLA4
ENSG00000006788,33,MYH13
ENSG00000006831,2394,ADIPOR2
ENSG00000006837,64,CDKL3
ENSG00000007001,20,UPP2
ENSG00000007038,0,PRSS21
ENSG00000007047,2980,MARK4
ENSG00000007062,405,PROM1
ENSG00000007080,1527,CCDC124
ENSG00000007129,28,CEACAM21
ENSG00000007168,14485,PAFAH1B1
ENSG00000007171,48,NOS2
ENSG00000007174,181,DNAH9
ENSG00000007202,3789,KIAA0100
ENSG00000007216,0,SLC13A2
ENSG00000007237,575,GAS7
ENSG00000007255,182,TRAPPC6A
ENSG00000007264,123,MATK
ENSG00000007306,0,CEACAM7
ENSG00000007312,2,CD79B
ENSG00000007314,4,SCN4A
ENSG00000007341,365,ST7L
ENSG00000007350,12,TKTL1
ENSG00000007372,586,PAX6
ENSG00000007376,540,RPUSD1
ENSG00000007384,208,RHBDF1
ENSG00000007392,5712,LUC7L
ENSG00000007402,3380,CACNA2D2
ENSG00000007516,1875,BAIAP3
ENSG00000007520,568,TSR3
ENSG00000007541,1346,PIGQ
ENSG00000007545,1142,CRAMP1
ENSG00000007866,290,TEAD3
ENSG00000007908,0,SELE
ENSG00000007923,2089,DNAJC11
ENSG00000007933,0,FMO3
ENSG00000007944,327,MYLIP
ENSG00000007952,8,NOX1
ENSG00000007968,153,E2F2
ENSG00000008018,1548,PSMB1
ENSG00000008056,1191,SYN1
ENSG00000008083,2785,JARID2
ENSG00000008086,2257,CDKL5
ENSG00000008118,179,CAMK1G
