GeneID,Count,GeneName
ENSG00000000003,476,TSPAN6
ENSG00000000005,173,TNMD
ENSG00000000419,627,DPM1
ENSG00000000457,395,SCYL3
ENSG00000000460,131,C1orf112
ENSG00000000938,2,FGR
ENSG00000000971,4,CFH
ENSG00000001036,466,FUCA2
ENSG00000001084,504,GCLC
ENSG00000001167,1003,NFYA
ENSG00000001460,137,STPG1
ENSG00000001461,901,NIPAL3
ENSG00000001497,2312,LAS1L
ENSG00000001561,480,ENPP4
ENSG00000001617,695,SEMA3F
ENSG00000001626,78,CFTR
ENSG00000001629,3742,ANKIB1
ENSG00000001630,442,CYP51A1
ENSG00000001631,426,KRIT1
ENSG00000002016,929,RAD52
ENSG00000002079,22,MYH16
ENSG00000002330,291,BAD
ENSG00000002549,637,LAP3
ENSG00000002586,931,CD99
ENSG00000002587,90,HS3ST1
ENSG00000002726,0,AOC1
ENSG00000002745,6,WNT16
ENSG00000002746,4026,HECW1
ENSG00000002822,15,MAD1L1
ENSG00000002834,5030,LASP1
ENSG00000002919,685,SNX11
ENSG00000002933,4,TMEM176A
ENSG00000003056,1282,M6PR
ENSG00000003096,936,KLHL13
ENSG00000003137,224,CYP26B1
ENSG00000003147,564,ICA1
ENSG00000003249,2238,DBNDD1
ENSG00000003393,2576,ALS2
ENSG00000003400,20,CASP10
ENSG00000003402,1868,CFLAR
ENSG00000003436,138,TFPI
ENSG00000003509,1220,NDUFAF7
ENSG00000003756,7602,RBM5
ENSG00000003987,1263,MTMR7
ENSG00000003989,22,SLC7A2
ENSG00000004059,1591,ARF5
ENSG00000004139,1843,SARM1
ENSG00000004142,1653,POLDIP2
ENSG00000004399,345,PLXND1
ENSG00000004455,2298,AK2
ENSG00000004468,3,CD38
ENSG00000004478,3911,FKBP4
ENSG00000004487,7140,KDM1A
ENSG00000004534,6123,RBM6
ENSG00000004660,1005,CAMKK1
ENSG00000004700,426,RECQL
ENSG00000004766,1759,VPS50
ENSG00000004776,13,HSPB6
ENSG00000004777,3545,ARHGAP33
ENSG00000004779,818,NDUFAB1
ENSG00000004799,10,PDK4
ENSG00000004809,0,SLC22A16
ENSG00000004838,48,ZMYND10
ENSG00000004846,0,ABCB5
ENSG00000004848,110,ARX
ENSG00000004864,1446,SLC25A13
ENSG00000004866,1048,ST7
ENSG00000004897,1976,CDC27
ENSG00000004939,0,SLC4A1
ENSG00000004948,0,CALCR
ENSG00000004961,372,HCCS
ENSG00000004975,1066,DVL2
ENSG00000005001,0,PRSS22
ENSG00000005007,2609,UPF1
ENSG00000005020,611,SKAP2
ENSG00000005022,1673,SLC25A5
ENSG00000005059,162,MCUB
ENSG00000005073,22,HOXA11
ENSG00000005075,294,POLR2J
ENSG00000005100,915,DHX33
ENSG00000005102,0,MEOX1
ENSG00000005108,6034,THSD7A
ENSG00000005156,1087,LIG3
ENSG00000005175,1318,RPAP3
ENSG00000005187,26,ACSM3
ENSG00000005189,148,REXO5
