"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","intersection_gene","intersection_gene_id","term"
"query_1",TRUE,0.000570564234537561,2,17,2,0.117647058823529,1,"CORUM:5748","CORUM","2AR-mGluR2 complex",3383,1799,"CORUM,CORUM","ADRA2A,GRIA2","ADRA2A,GRIA2","ENSG00000150594,ENSG00000120251","CORUM - 2AR-mGluR2 complex"
"query_1",TRUE,0.000570564234537561,2,17,2,0.117647058823529,1,"CORUM:5747","CORUM","2AR-mGluR2 complex",3383,1798,"CORUM,CORUM","ADRA2A,GRIA2","ADRA2A,GRIA2","ENSG00000150594,ENSG00000120251","CORUM - 2AR-mGluR2 complex"
"query_1",TRUE,0.0194648585872108,2,17,1,0.0588235294117647,0.5,"CORUM:432","CORUM","N-NOS-CHIP-HSP70-1 complex",3383,249,"CORUM","HSPA1A","HSPA1A","ENSG00000204389","CORUM - N-NOS-CHIP-HSP70-1 complex"
"query_1",TRUE,0.0194648585872108,2,17,1,0.0588235294117647,0.5,"CORUM:6717","CORUM","KCNQ3-KCNQ5 complex",3383,2328,"CORUM","KCNQ5","KCNQ5","ENSG00000185760","CORUM - KCNQ3-KCNQ5 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:1793","CORUM","LINGO1-RTN4R-NGFR complex",3383,833,"CORUM","RTN4R","RTN4R","ENSG00000040608","CORUM - LINGO1-RTN4R-NGFR complex"
"query_1",TRUE,0.0194648585872108,2,17,1,0.0588235294117647,0.5,"CORUM:6321","CORUM","DLG4-DLGAP1-SHANK3 complex",3383,2052,"CORUM","DLGAP1","DLGAP1","ENSG00000170579","CORUM - DLG4-DLGAP1-SHANK3 complex"
"query_1",TRUE,0.0194648585872108,2,17,1,0.0588235294117647,0.5,"CORUM:1932","CORUM","NEK2-NEK11 complex",3383,859,"CORUM","NEK11","NEK11","ENSG00000114670","CORUM - NEK2-NEK11 complex"
"query_1",TRUE,0.0194648585872108,2,17,1,0.0588235294117647,0.5,"CORUM:7239","CORUM","CHRNA7-NMDAR1 complex",3383,2712,"CORUM","GRIN1","GRIN1","ENSG00000176884","CORUM - CHRNA7-NMDAR1 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:7269","CORUM","p532-Clathrin-HSP70 complex",3383,2734,"CORUM","HSPA1A","HSPA1A","ENSG00000204389","CORUM - p532-Clathrin-HSP70 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:2272","CORUM","PICK1-GRIP1-GLUR2 complex",3383,972,"CORUM","GRIA2","GRIA2","ENSG00000120251","CORUM - PICK1-GRIP1-GLUR2 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:2736","CORUM","TROY-NGR-LINGO1 complex",3383,1163,"CORUM","RTN4R","RTN4R","ENSG00000040608","CORUM - TROY-NGR-LINGO1 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:6198","CORUM","Stargazin-Glu2A-mu2 complex",3383,1969,"CORUM","GRIA2","GRIA2","ENSG00000120251","CORUM - Stargazin-Glu2A-mu2 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:6192","CORUM","CHDH-SQSTM1-MAP1LC3 complex",3383,1963,"CORUM","MAP1LC3A","MAP1LC3A","ENSG00000101460","CORUM - CHDH-SQSTM1-MAP1LC3 complex"
"query_1",TRUE,0.0194648585872108,2,17,1,0.0588235294117647,0.5,"CORUM:6115","CORUM","BAG1-HSP70 complex",3383,1900,"CORUM","HSPA1A","HSPA1A","ENSG00000204389","CORUM - BAG1-HSP70 complex"
"query_1",TRUE,0.0194648585872108,2,17,1,0.0588235294117647,0.5,"CORUM:5409","CORUM","TIAM1-GRIN1 complex",3383,1672,"CORUM","GRIN1","GRIN1","ENSG00000176884","CORUM - TIAM1-GRIN1 complex"
"query_1",TRUE,0.0194648585872108,2,17,1,0.0588235294117647,0.5,"CORUM:7389","CORUM","Potassium channel complex (KCNA1, KCNA2, KCNAB2)",3383,2817,"CORUM","KCNA1","KCNA1","ENSG00000111262","CORUM - Potassium channel complex (KCNA1, KCNA2, KCNAB2)"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:7421","CORUM","TSPY1-TSPYL5-USP7 complex",3383,2831,"CORUM","TSPYL5","TSPYL5","ENSG00000180543","CORUM - TSPY1-TSPYL5-USP7 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:5659","CORUM","SEMA3C-PlexinD1-Nrp1 complex",3383,1762,"CORUM","PLXND1","PLXND1","ENSG00000004399","CORUM - SEMA3C-PlexinD1-Nrp1 complex"
"query_1",TRUE,0.0194648585872108,2,17,1,0.0588235294117647,0.5,"CORUM:5658","CORUM","Nrp1-PlexinD1 complex",3383,1761,"CORUM","PLXND1","PLXND1","ENSG00000004399","CORUM - Nrp1-PlexinD1 complex"
"query_1",TRUE,0.0194648585872108,2,17,1,0.0588235294117647,0.5,"CORUM:5654","CORUM","SEMA4A-PlexinD1 complex",3383,1758,"CORUM","PLXND1","PLXND1","ENSG00000004399","CORUM - SEMA4A-PlexinD1 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:1787","CORUM","Nogo-potassium channel complex",3383,832,"CORUM","KCNA1","KCNA1","ENSG00000111262","CORUM - Nogo-potassium channel complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:827","CORUM","TROY-NGR-LINGO1 complex",3383,470,"CORUM","RTN4R","RTN4R","ENSG00000040608","CORUM - TROY-NGR-LINGO1 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:6199","CORUM","Stargazin-Glu2A-mu3 complex",3383,1970,"CORUM","GRIA2","GRIA2","ENSG00000120251","CORUM - Stargazin-Glu2A-mu3 complex"
"query_1",TRUE,0.0194648585872108,2,17,1,0.0588235294117647,0.5,"CORUM:7073","CORUM","GNAI1-GNB3-GNG8 complex",3383,2570,"CORUM","GNG8","GNG8","ENSG00000167414","CORUM - GNAI1-GNB3-GNG8 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:7072","CORUM","GNAI1-GNB2-GNG8 complex",3383,2569,"CORUM","GNG8","GNG8","ENSG00000167414","CORUM - GNAI1-GNB2-GNG8 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:7071","CORUM","GNAI1-GNB1-GNG8 complex",3383,2568,"CORUM","GNG8","GNG8","ENSG00000167414","CORUM - GNAI1-GNB1-GNG8 complex"
"query_1",TRUE,0.0194648585872108,3,17,1,0.0588235294117647,0.333333333333333,"CORUM:7074","CORUM","GNAI1-GNB4-GNG8 complex",3383,2571,"CORUM","GNG8","GNG8","ENSG00000167414","CORUM - GNAI1-GNB4-GNG8 complex"
