GeneID,Count,GeneName
ENSG00000000003,2580,TSPAN6
ENSG00000000005,347,TNMD
ENSG00000000419,849,DPM1
ENSG00000000457,304,SCYL3
ENSG00000000460,157,C1orf112
ENSG00000000938,100,FGR
ENSG00000000971,2,CFH
ENSG00000001036,798,FUCA2
ENSG00000001084,587,GCLC
ENSG00000001167,2169,NFYA
ENSG00000001460,190,STPG1
ENSG00000001461,1141,NIPAL3
ENSG00000001497,1140,LAS1L
ENSG00000001561,1085,ENPP4
ENSG00000001617,1153,SEMA3F
ENSG00000001626,34,CFTR
ENSG00000001629,3734,ANKIB1
ENSG00000001630,479,CYP51A1
ENSG00000001631,173,KRIT1
ENSG00000002016,222,RAD52
ENSG00000002079,2,MYH16
ENSG00000002330,366,BAD
ENSG00000002549,1039,LAP3
ENSG00000002586,5567,CD99
ENSG00000002587,634,HS3ST1
ENSG00000002726,4,AOC1
ENSG00000002745,6,WNT16
ENSG00000002746,2998,HECW1
ENSG00000002822,8,MAD1L1
ENSG00000002834,7077,LASP1
ENSG00000002919,694,SNX11
ENSG00000002933,12,TMEM176A
ENSG00000003056,2059,M6PR
ENSG00000003096,2399,KLHL13
ENSG00000003137,10752,CYP26B1
ENSG00000003147,319,ICA1
ENSG00000003249,1683,DBNDD1
ENSG00000003393,1979,ALS2
ENSG00000003400,42,CASP10
ENSG00000003402,475,CFLAR
ENSG00000003436,2075,TFPI
ENSG00000003509,222,NDUFAF7
ENSG00000003756,1939,RBM5
ENSG00000003987,563,MTMR7
ENSG00000003989,163,SLC7A2
ENSG00000004059,2150,ARF5
ENSG00000004139,865,SARM1
ENSG00000004142,2351,POLDIP2
ENSG00000004399,1622,PLXND1
ENSG00000004455,1584,AK2
ENSG00000004468,47,CD38
ENSG00000004478,3032,FKBP4
ENSG00000004487,6834,KDM1A
ENSG00000004534,3343,RBM6
ENSG00000004660,403,CAMKK1
ENSG00000004700,550,RECQL
ENSG00000004766,1544,VPS50
ENSG00000004776,7,HSPB6
ENSG00000004777,5842,ARHGAP33
ENSG00000004779,1145,NDUFAB1
ENSG00000004799,107,PDK4
ENSG00000004809,2,SLC22A16
ENSG00000004838,65,ZMYND10
ENSG00000004846,4,ABCB5
ENSG00000004848,569,ARX
ENSG00000004864,456,SLC25A13
ENSG00000004866,930,ST7
ENSG00000004897,2025,CDC27
ENSG00000004939,96,SLC4A1
ENSG00000004948,291,CALCR
ENSG00000004961,354,HCCS
ENSG00000004975,1392,DVL2
ENSG00000005001,0,PRSS22
ENSG00000005007,3723,UPF1
ENSG00000005020,201,SKAP2
ENSG00000005022,3326,SLC25A5
ENSG00000005059,355,MCUB
ENSG00000005073,0,HOXA11
ENSG00000005075,742,POLR2J
ENSG00000005100,971,DHX33
ENSG00000005102,5,MEOX1
ENSG00000005108,7776,THSD7A
ENSG00000005156,954,LIG3
ENSG00000005175,1097,RPAP3
ENSG00000005187,4,ACSM3
ENSG00000005189,217,REXO5
ENSG00000005194,1408,CIAPIN1
ENSG00000005206,1364,SPPL2B
ENSG00000005238,1022,FAM214B
ENSG00000005243,31,COPZ2
ENSG00000005249,4989,PRKAR2B
ENSG00000005302,814,MSL3
ENSG00000005339,5327,CREBBP
ENSG00000005379,1155,TSPOAP1
ENSG00000005381,0,MPO
ENSG00000005421,0,PON1
ENSG00000005436,339,GCFC2
ENSG00000005448,671,WDR54
ENSG00000005469,660,CROT
ENSG00000005471,31,ABCB4
ENSG00000005483,5321,KMT2E
ENSG00000005486,5243,RHBDD2
ENSG00000005513,801,SOX8
ENSG00000005700,2397,IBTK
ENSG00000005801,1439,ZNF195
ENSG00000005810,5900,MYCBP2
ENSG00000005812,1073,FBXL3
ENSG00000005844,36,ITGAL
ENSG00000005882,510,PDK2
ENSG00000005884,1186,ITGA3
ENSG00000005889,929,ZFX
ENSG00000005893,8143,LAMP2
ENSG00000005961,34,ITGA2B
ENSG00000005981,6,ASB4
ENSG00000006007,2091,GDE1
ENSG00000006015,524,REX1BD
ENSG00000006016,37,CRLF1
ENSG00000006025,326,OSBPL7
ENSG00000006042,2106,TMEM98
ENSG00000006047,165,YBX2
ENSG00000006059,0,KRT33A
ENSG00000006062,230,MAP3K14
ENSG00000006071,245,ABCC8
ENSG00000006116,247,CACNG3
ENSG00000006118,14393,TMEM132A
ENSG00000006125,22081,AP2B1
