GeneID,Count,GeneName
ENSG00000000003,1951,TSPAN6
ENSG00000000005,275,TNMD
ENSG00000000419,914,DPM1
ENSG00000000457,212,SCYL3
ENSG00000000460,124,C1orf112
ENSG00000000938,52,FGR
ENSG00000000971,11,CFH
ENSG00000001036,665,FUCA2
ENSG00000001084,564,GCLC
ENSG00000001167,1594,NFYA
ENSG00000001460,416,STPG1
ENSG00000001461,1419,NIPAL3
ENSG00000001497,1040,LAS1L
ENSG00000001561,586,ENPP4
ENSG00000001617,645,SEMA3F
ENSG00000001626,5,CFTR
ENSG00000001629,3363,ANKIB1
ENSG00000001630,100,CYP51A1
ENSG00000001631,201,KRIT1
ENSG00000002016,281,RAD52
ENSG00000002079,3,MYH16
ENSG00000002330,451,BAD
ENSG00000002549,1084,LAP3
ENSG00000002586,2537,CD99
ENSG00000002587,191,HS3ST1
ENSG00000002726,4,AOC1
ENSG00000002745,13,WNT16
ENSG00000002746,2205,HECW1
ENSG00000002822,10,MAD1L1
ENSG00000002834,7166,LASP1
ENSG00000002919,654,SNX11
ENSG00000002933,108,TMEM176A
ENSG00000003056,1337,M6PR
ENSG00000003096,3146,KLHL13
ENSG00000003137,5591,CYP26B1
ENSG00000003147,360,ICA1
ENSG00000003249,2041,DBNDD1
ENSG00000003393,1425,ALS2
ENSG00000003400,14,CASP10
ENSG00000003402,458,CFLAR
ENSG00000003436,512,TFPI
ENSG00000003509,224,NDUFAF7
ENSG00000003756,1236,RBM5
ENSG00000003987,733,MTMR7
ENSG00000003989,132,SLC7A2
ENSG00000004059,2587,ARF5
ENSG00000004139,636,SARM1
ENSG00000004142,2532,POLDIP2
ENSG00000004399,242,PLXND1
ENSG00000004455,1321,AK2
ENSG00000004468,12,CD38
ENSG00000004478,3035,FKBP4
ENSG00000004487,5010,KDM1A
ENSG00000004534,2560,RBM6
ENSG00000004660,311,CAMKK1
ENSG00000004700,375,RECQL
ENSG00000004766,1094,VPS50
ENSG00000004776,0,HSPB6
ENSG00000004777,5730,ARHGAP33
ENSG00000004779,1451,NDUFAB1
ENSG00000004799,46,PDK4
ENSG00000004809,1,SLC22A16
ENSG00000004838,28,ZMYND10
ENSG00000004846,2,ABCB5
ENSG00000004848,8,ARX
ENSG00000004864,798,SLC25A13
ENSG00000004866,974,ST7
ENSG00000004897,1829,CDC27
ENSG00000004939,66,SLC4A1
