GeneID,Count,GeneName
ENSG00000000003,2908,TSPAN6
ENSG00000000005,75,TNMD
ENSG00000000419,1067,DPM1
ENSG00000000457,273,SCYL3
ENSG00000000460,143,C1orf112
ENSG00000000938,39,FGR
ENSG00000000971,5,CFH
ENSG00000001036,729,FUCA2
ENSG00000001084,534,GCLC
ENSG00000001167,2786,NFYA
ENSG00000001460,157,STPG1
ENSG00000001461,1611,NIPAL3
ENSG00000001497,1286,LAS1L
ENSG00000001561,916,ENPP4
ENSG00000001617,958,SEMA3F
ENSG00000001626,8,CFTR
ENSG00000001629,3440,ANKIB1
ENSG00000001630,410,CYP51A1
ENSG00000001631,259,KRIT1
ENSG00000002016,292,RAD52
ENSG00000002079,6,MYH16
ENSG00000002330,552,BAD
ENSG00000002549,1205,LAP3
ENSG00000002586,6881,CD99
ENSG00000002587,851,HS3ST1
ENSG00000002726,0,AOC1
ENSG00000002745,17,WNT16
ENSG00000002746,3173,HECW1
ENSG00000002822,0,MAD1L1
ENSG00000002834,8134,LASP1
ENSG00000002919,717,SNX11
ENSG00000002933,32,TMEM176A
ENSG00000003056,2333,M6PR
ENSG00000003096,1654,KLHL13
ENSG00000003137,3546,CYP26B1
ENSG00000003147,306,ICA1
ENSG00000003249,1449,DBNDD1
ENSG00000003393,1933,ALS2
ENSG00000003400,10,CASP10
ENSG00000003402,347,CFLAR
ENSG00000003436,765,TFPI
ENSG00000003509,288,NDUFAF7
ENSG00000003756,2238,RBM5
ENSG00000003987,698,MTMR7
ENSG00000003989,199,SLC7A2
ENSG00000004059,3046,ARF5
ENSG00000004139,809,SARM1
ENSG00000004142,2929,POLDIP2
ENSG00000004399,2770,PLXND1
ENSG00000004455,1949,AK2
ENSG00000004468,29,CD38
ENSG00000004478,4367,FKBP4
ENSG00000004487,8060,KDM1A
ENSG00000004534,3217,RBM6
ENSG00000004660,482,CAMKK1
ENSG00000004700,547,RECQL
ENSG00000004766,1697,VPS50
ENSG00000004776,0,HSPB6
ENSG00000004777,6387,ARHGAP33
ENSG00000004779,1670,NDUFAB1
ENSG00000004799,92,PDK4
ENSG00000004809,0,SLC22A16
ENSG00000004838,31,ZMYND10
ENSG00000004846,0,ABCB5
ENSG00000004848,1386,ARX
ENSG00000004864,727,SLC25A13
ENSG00000004866,1179,ST7
ENSG00000004897,2399,CDC27
ENSG00000004939,80,SLC4A1
ENSG00000004948,250,CALCR
ENSG00000004961,557,HCCS
ENSG00000004975,1457,DVL2
ENSG00000005001,0,PRSS22
ENSG00000005007,3919,UPF1
ENSG00000005020,380,SKAP2
ENSG00000005022,4438,SLC25A5
ENSG00000005059,688,MCUB
ENSG00000005073,0,HOXA11
ENSG00000005075,817,POLR2J
ENSG00000005100,1147,DHX33
ENSG00000005102,0,MEOX1
ENSG00000005108,7870,THSD7A
ENSG00000005156,1021,LIG3
ENSG00000005175,1152,RPAP3
ENSG00000005187,7,ACSM3
ENSG00000005189,182,REXO5
ENSG00000005194,1845,CIAPIN1
ENSG00000005206,1561,SPPL2B
ENSG00000005238,1211,FAM214B
ENSG00000005243,3,COPZ2
ENSG00000005249,6543,PRKAR2B
ENSG00000005302,867,MSL3
ENSG00000005339,5381,CREBBP
ENSG00000005379,1258,TSPOAP1
ENSG00000005381,4,MPO
ENSG00000005421,6,PON1
ENSG00000005436,367,GCFC2
ENSG00000005448,919,WDR54
ENSG00000005469,910,CROT
ENSG00000005471,18,ABCB4
ENSG00000005483,6907,KMT2E
ENSG00000005486,7758,RHBDD2
ENSG00000005513,1086,SOX8
ENSG00000005700,2391,IBTK
ENSG00000005801,1802,ZNF195
ENSG00000005810,5810,MYCBP2
ENSG00000005812,1150,FBXL3
ENSG00000005844,26,ITGAL
ENSG00000005882,483,PDK2
ENSG00000005884,1724,ITGA3
ENSG00000005889,914,ZFX
ENSG00000005893,8462,LAMP2
ENSG00000005961,20,ITGA2B
ENSG00000005981,0,ASB4
ENSG00000006007,2607,GDE1
ENSG00000006015,799,REX1BD
ENSG00000006016,42,CRLF1
ENSG00000006025,258,OSBPL7
ENSG00000006042,2303,TMEM98
ENSG00000006047,84,YBX2
ENSG00000006059,0,KRT33A
ENSG00000006062,199,MAP3K14
ENSG00000006071,488,ABCC8
ENSG00000006116,376,CACNG3
ENSG00000006118,19183,TMEM132A
ENSG00000006125,26133,AP2B1
