GeneID,Count,GeneName
ENSG00000000003,3233,TSPAN6
ENSG00000000005,43,TNMD
ENSG00000000419,1583,DPM1
ENSG00000000457,203,SCYL3
ENSG00000000460,152,C1orf112
ENSG00000000938,39,FGR
ENSG00000000971,15,CFH
ENSG00000001036,1142,FUCA2
ENSG00000001084,402,GCLC
ENSG00000001167,1538,NFYA
ENSG00000001460,188,STPG1
ENSG00000001461,1473,NIPAL3
ENSG00000001497,1613,LAS1L
ENSG00000001561,882,ENPP4
ENSG00000001617,417,SEMA3F
ENSG00000001626,36,CFTR
ENSG00000001629,1890,ANKIB1
ENSG00000001630,302,CYP51A1
ENSG00000001631,159,KRIT1
ENSG00000002016,266,RAD52
ENSG00000002079,14,MYH16
ENSG00000002330,286,BAD
ENSG00000002549,1578,LAP3
ENSG00000002586,13031,CD99
ENSG00000002587,161,HS3ST1
ENSG00000002726,0,AOC1
ENSG00000002745,12,WNT16
ENSG00000002746,794,HECW1
ENSG00000002822,4,MAD1L1
ENSG00000002834,5817,LASP1
ENSG00000002919,663,SNX11
ENSG00000002933,50,TMEM176A
ENSG00000003056,3273,M6PR
ENSG00000003096,2920,KLHL13
ENSG00000003137,2118,CYP26B1
ENSG00000003147,298,ICA1
ENSG00000003249,863,DBNDD1
ENSG00000003393,1526,ALS2
ENSG00000003400,18,CASP10
ENSG00000003402,281,CFLAR
ENSG00000003436,403,TFPI
ENSG00000003509,477,NDUFAF7
ENSG00000003756,2093,RBM5
ENSG00000003987,327,MTMR7
ENSG00000003989,484,SLC7A2
ENSG00000004059,2577,ARF5
ENSG00000004139,474,SARM1
ENSG00000004142,2151,POLDIP2
ENSG00000004399,1148,PLXND1
ENSG00000004455,2471,AK2
ENSG00000004468,30,CD38
ENSG00000004478,2979,FKBP4
ENSG00000004487,8294,KDM1A
ENSG00000004534,3115,RBM6
ENSG00000004660,330,CAMKK1
ENSG00000004700,712,RECQL
ENSG00000004766,860,VPS50
ENSG00000004776,8,HSPB6
ENSG00000004777,2796,ARHGAP33
ENSG00000004779,1511,NDUFAB1
ENSG00000004799,118,PDK4
ENSG00000004809,0,SLC22A16
ENSG00000004838,60,ZMYND10
ENSG00000004846,10,ABCB5
ENSG00000004848,151,ARX
ENSG00000004864,1034,SLC25A13
ENSG00000004866,898,ST7
ENSG00000004897,1829,CDC27
ENSG00000004939,102,SLC4A1
ENSG00000004948,6,CALCR
ENSG00000004961,538,HCCS
ENSG00000004975,1995,DVL2
ENSG00000005001,2,PRSS22
ENSG00000005007,4431,UPF1
ENSG00000005020,469,SKAP2
ENSG00000005022,4116,SLC25A5
ENSG00000005059,343,MCUB
ENSG00000005073,20,HOXA11
ENSG00000005075,865,POLR2J
ENSG00000005100,786,DHX33
ENSG00000005102,50,MEOX1
ENSG00000005108,3014,THSD7A
ENSG00000005156,1252,LIG3
ENSG00000005175,1293,RPAP3
ENSG00000005187,8,ACSM3
ENSG00000005189,264,REXO5
ENSG00000005194,1538,CIAPIN1
ENSG00000005206,1342,SPPL2B
ENSG00000005238,988,FAM214B
ENSG00000005243,42,COPZ2
ENSG00000005249,2043,PRKAR2B
ENSG00000005302,664,MSL3
ENSG00000005339,3181,CREBBP
ENSG00000005379,600,TSPOAP1
ENSG00000005381,2,MPO
ENSG00000005421,0,PON1
ENSG00000005436,250,GCFC2
ENSG00000005448,956,WDR54
ENSG00000005469,693,CROT
ENSG00000005471,20,ABCB4
ENSG00000005483,4007,KMT2E
ENSG00000005486,6450,RHBDD2
ENSG00000005513,794,SOX8
ENSG00000005700,1969,IBTK
ENSG00000005801,1023,ZNF195
ENSG00000005810,2977,MYCBP2
ENSG00000005812,679,FBXL3
ENSG00000005844,37,ITGAL
ENSG00000005882,601,PDK2
ENSG00000005884,1287,ITGA3
ENSG00000005889,847,ZFX
ENSG00000005893,14037,LAMP2
ENSG00000005961,19,ITGA2B
ENSG00000005981,228,ASB4
ENSG00000006007,1953,GDE1
ENSG00000006015,541,REX1BD
ENSG00000006016,73,CRLF1
ENSG00000006025,235,OSBPL7
ENSG00000006042,2361,TMEM98
ENSG00000006047,53,YBX2
ENSG00000006059,0,KRT33A
ENSG00000006062,237,MAP3K14
ENSG00000006071,220,ABCC8
ENSG00000006116,64,CACNG3
ENSG00000006118,13695,TMEM132A
ENSG00000006125,19159,AP2B1
ENSG00000006128,1511,TAC1
ENSG00000006194,1043,ZNF263
ENSG00000006210,1221,CX3CL1
ENSG00000006282,1215,SPATA20
ENSG00000006283,658,CACNA1G
ENSG00000006327,1047,TNFRSF12A
ENSG00000006377,6,DLX6
ENSG00000006432,794,MAP3K9
ENSG00000006451,2303,RALA
ENSG00000006453,138,BAIAP2L1
ENSG00000006459,709,KDM7A
ENSG00000006468,979,ETV1
ENSG00000006530,959,AGK
ENSG00000006534,131,ALDH3B1
ENSG00000006555,4,TTC22
ENSG00000006576,1546,PHTF2
ENSG00000006606,0,CCL26
ENSG00000006607,1065,FARP2
ENSG00000006611,0,USH1C
ENSG00000006625,276,GGCT
ENSG00000006634,561,DBF4
ENSG00000006638,0,TBXA2R
ENSG00000006652,233,IFRD1
ENSG00000006659,6,LGALS14
ENSG00000006695,611,COX10
ENSG00000006704,1056,GTF2IRD1
ENSG00000006712,2723,PAF1
ENSG00000006715,2919,VPS41
ENSG00000006740,243,ARHGAP44
ENSG00000006744,2285,ELAC2
ENSG00000006747,20,SCIN
ENSG00000006756,793,ARSD
ENSG00000006757,469,PNPLA4
ENSG00000006788,26,MYH13
ENSG00000006831,2768,ADIPOR2
ENSG00000006837,47,CDKL3
ENSG00000007001,2,UPP2
ENSG00000007038,0,PRSS21
ENSG00000007047,3280,MARK4
ENSG00000007062,1079,PROM1
ENSG00000007080,3232,CCDC124
ENSG00000007129,12,CEACAM21
ENSG00000007168,6491,PAFAH1B1
ENSG00000007171,8,NOS2
ENSG00000007174,63,DNAH9
ENSG00000007202,2642,KIAA0100
ENSG00000007216,0,SLC13A2
ENSG00000007237,930,GAS7
ENSG00000007255,690,TRAPPC6A
ENSG00000007264,145,MATK
ENSG00000007306,0,CEACAM7
ENSG00000007312,4,CD79B
ENSG00000007314,120,SCN4A
ENSG00000007341,482,ST7L
ENSG00000007350,187,TKTL1
ENSG00000007372,1211,PAX6
ENSG00000007376,360,RPUSD1
ENSG00000007384,506,RHBDF1
ENSG00000007392,1136,LUC7L
ENSG00000007402,2299,CACNA2D2
ENSG00000007516,1013,BAIAP3
ENSG00000007520,597,TSR3
ENSG00000007541,1100,PIGQ
ENSG00000007545,542,CRAMP1
ENSG00000007866,856,TEAD3
ENSG00000007908,0,SELE
ENSG00000007923,1158,DNAJC11
ENSG00000007933,0,FMO3
ENSG00000007944,365,MYLIP
ENSG00000007952,2,NOX1
ENSG00000007968,218,E2F2
ENSG00000008018,2832,PSMB1
ENSG00000008056,949,SYN1
ENSG00000008083,2275,JARID2
ENSG00000008086,737,CDKL5
ENSG00000008118,104,CAMK1G
ENSG00000008128,7,CDK11A
ENSG00000008130,1258,NADK
ENSG00000008196,1269,TFAP2B
ENSG00000008197,14,TFAP2D
ENSG00000008226,5,DLEC1
ENSG00000008256,1253,CYTH3
ENSG00000008277,1511,ADAM22
ENSG00000008282,2315,SYPL1
ENSG00000008283,912,CYB561
ENSG00000008294,8644,SPAG9
ENSG00000008300,4526,CELSR3
ENSG00000008311,1286,AASS
ENSG00000008323,15,PLEKHG6
ENSG00000008324,365,SS18L2
ENSG00000008382,410,MPND
ENSG00000008394,1920,MGST1
ENSG00000008405,1071,CRY1
ENSG00000008438,4,PGLYRP1
ENSG00000008441,480,NFIX
ENSG00000008513,1090,ST3GAL1
