GeneID,Count,GeneName
ENSG00000000003,3078,TSPAN6
ENSG00000000005,526,TNMD
ENSG00000000419,878,DPM1
ENSG00000000457,247,SCYL3
ENSG00000000460,63,C1orf112
ENSG00000000938,46,FGR
ENSG00000000971,1,CFH
ENSG00000001036,650,FUCA2
ENSG00000001084,542,GCLC
ENSG00000001167,1868,NFYA
ENSG00000001460,298,STPG1
ENSG00000001461,1047,NIPAL3
ENSG00000001497,1035,LAS1L
ENSG00000001561,787,ENPP4
ENSG00000001617,976,SEMA3F
ENSG00000001626,0,CFTR
ENSG00000001629,4121,ANKIB1
ENSG00000001630,157,CYP51A1
ENSG00000001631,164,KRIT1
ENSG00000002016,241,RAD52
ENSG00000002079,0,MYH16
ENSG00000002330,557,BAD
ENSG00000002549,908,LAP3
ENSG00000002586,6797,CD99
ENSG00000002587,261,HS3ST1
ENSG00000002726,2,AOC1
ENSG00000002745,0,WNT16
ENSG00000002746,2906,HECW1
ENSG00000002822,14,MAD1L1
ENSG00000002834,8800,LASP1
ENSG00000002919,888,SNX11
ENSG00000002933,4,TMEM176A
ENSG00000003056,1616,M6PR
ENSG00000003096,4174,KLHL13
ENSG00000003137,12580,CYP26B1
ENSG00000003147,393,ICA1
ENSG00000003249,2038,DBNDD1
ENSG00000003393,2119,ALS2
ENSG00000003400,14,CASP10
ENSG00000003402,450,CFLAR
ENSG00000003436,520,TFPI
ENSG00000003509,239,NDUFAF7
ENSG00000003756,1836,RBM5
ENSG00000003987,593,MTMR7
ENSG00000003989,105,SLC7A2
ENSG00000004059,2641,ARF5
ENSG00000004139,749,SARM1
ENSG00000004142,2822,POLDIP2
ENSG00000004399,355,PLXND1
ENSG00000004455,1190,AK2
ENSG00000004468,12,CD38
ENSG00000004478,3183,FKBP4
ENSG00000004487,6181,KDM1A
ENSG00000004534,3052,RBM6
ENSG00000004660,404,CAMKK1
ENSG00000004700,296,RECQL
ENSG00000004766,1496,VPS50
ENSG00000004776,15,HSPB6
ENSG00000004777,7568,ARHGAP33
ENSG00000004779,1341,NDUFAB1
ENSG00000004799,28,PDK4
ENSG00000004809,0,SLC22A16
ENSG00000004838,20,ZMYND10
ENSG00000004846,0,ABCB5
ENSG00000004848,24,ARX
ENSG00000004864,593,SLC25A13
ENSG00000004866,1022,ST7
ENSG00000004897,1843,CDC27
ENSG00000004939,59,SLC4A1
ENSG00000004948,112,CALCR
ENSG00000004961,438,HCCS
ENSG00000004975,939,DVL2
ENSG00000005001,0,PRSS22
ENSG00000005007,3609,UPF1
ENSG00000005020,250,SKAP2
ENSG00000005022,3900,SLC25A5
ENSG00000005059,200,MCUB
ENSG00000005073,0,HOXA11
ENSG00000005075,865,POLR2J
ENSG00000005100,931,DHX33
ENSG00000005102,0,MEOX1
ENSG00000005108,5472,THSD7A
ENSG00000005156,829,LIG3
ENSG00000005175,1111,RPAP3
ENSG00000005187,0,ACSM3
ENSG00000005189,147,REXO5
ENSG00000005194,1583,CIAPIN1
ENSG00000005206,1466,SPPL2B
ENSG00000005238,953,FAM214B
ENSG00000005243,32,COPZ2
ENSG00000005249,6648,PRKAR2B
ENSG00000005302,902,MSL3
ENSG00000005339,5114,CREBBP
ENSG00000005379,1246,TSPOAP1
ENSG00000005381,0,MPO
ENSG00000005421,0,PON1
ENSG00000005436,153,GCFC2
ENSG00000005448,402,WDR54
ENSG00000005469,501,CROT
ENSG00000005471,20,ABCB4
ENSG00000005483,6613,KMT2E
ENSG00000005486,6084,RHBDD2
