GeneID,Count,GeneName
ENSG00000000003,2325,TSPAN6
ENSG00000000005,441,TNMD
ENSG00000000419,726,DPM1
ENSG00000000457,207,SCYL3
ENSG00000000460,79,C1orf112
ENSG00000000938,56,FGR
ENSG00000000971,0,CFH
ENSG00000001036,499,FUCA2
ENSG00000001084,510,GCLC
ENSG00000001167,1498,NFYA
ENSG00000001460,225,STPG1
ENSG00000001461,772,NIPAL3
ENSG00000001497,968,LAS1L
ENSG00000001561,708,ENPP4
ENSG00000001617,913,SEMA3F
ENSG00000001626,3,CFTR
ENSG00000001629,3479,ANKIB1
ENSG00000001630,143,CYP51A1
ENSG00000001631,191,KRIT1
ENSG00000002016,227,RAD52
ENSG00000002079,0,MYH16
ENSG00000002330,416,BAD
ENSG00000002549,716,LAP3
ENSG00000002586,5701,CD99
ENSG00000002587,259,HS3ST1
ENSG00000002726,0,AOC1
ENSG00000002745,0,WNT16
ENSG00000002746,2168,HECW1
ENSG00000002822,4,MAD1L1
ENSG00000002834,7315,LASP1
ENSG00000002919,673,SNX11
ENSG00000002933,0,TMEM176A
ENSG00000003056,1410,M6PR
ENSG00000003096,3875,KLHL13
ENSG00000003137,10579,CYP26B1
ENSG00000003147,237,ICA1
ENSG00000003249,1770,DBNDD1
ENSG00000003393,1918,ALS2
ENSG00000003400,31,CASP10
ENSG00000003402,328,CFLAR
ENSG00000003436,429,TFPI
ENSG00000003509,258,NDUFAF7
ENSG00000003756,1590,RBM5
ENSG00000003987,487,MTMR7
ENSG00000003989,138,SLC7A2
ENSG00000004059,2320,ARF5
ENSG00000004139,676,SARM1
ENSG00000004142,2376,POLDIP2
ENSG00000004399,241,PLXND1
ENSG00000004455,1064,AK2
ENSG00000004468,10,CD38
ENSG00000004478,2528,FKBP4
ENSG00000004487,5062,KDM1A
ENSG00000004534,2641,RBM6
ENSG00000004660,418,CAMKK1
ENSG00000004700,287,RECQL
ENSG00000004766,1161,VPS50
ENSG00000004776,30,HSPB6
ENSG00000004777,6062,ARHGAP33
ENSG00000004779,1282,NDUFAB1
ENSG00000004799,15,PDK4
ENSG00000004809,0,SLC22A16
ENSG00000004838,12,ZMYND10
ENSG00000004846,2,ABCB5
ENSG00000004848,26,ARX
ENSG00000004864,411,SLC25A13
ENSG00000004866,919,ST7
ENSG00000004897,1443,CDC27
ENSG00000004939,61,SLC4A1
ENSG00000004948,100,CALCR
ENSG00000004961,326,HCCS
ENSG00000004975,947,DVL2
ENSG00000005001,2,PRSS22
ENSG00000005007,2895,UPF1
ENSG00000005020,191,SKAP2
ENSG00000005022,3203,SLC25A5
ENSG00000005059,136,MCUB
ENSG00000005073,0,HOXA11
ENSG00000005075,817,POLR2J
ENSG00000005100,806,DHX33
ENSG00000005102,0,MEOX1
ENSG00000005108,4436,THSD7A
ENSG00000005156,669,LIG3
ENSG00000005175,1078,RPAP3
ENSG00000005187,2,ACSM3
ENSG00000005189,140,REXO5
ENSG00000005194,1366,CIAPIN1
ENSG00000005206,1182,SPPL2B
ENSG00000005238,953,FAM214B
ENSG00000005243,20,COPZ2
ENSG00000005249,5355,PRKAR2B
ENSG00000005302,747,MSL3
ENSG00000005339,4839,CREBBP
ENSG00000005379,1192,TSPOAP1
ENSG00000005381,12,MPO
ENSG00000005421,1,PON1
ENSG00000005436,153,GCFC2
ENSG00000005448,372,WDR54
ENSG00000005469,471,CROT
ENSG00000005471,4,ABCB4
ENSG00000005483,5493,KMT2E
ENSG00000005486,5218,RHBDD2
ENSG00000005513,441,SOX8
ENSG00000005700,2439,IBTK
ENSG00000005801,1109,ZNF195
ENSG00000005810,5705,MYCBP2
ENSG00000005812,736,FBXL3
ENSG00000005844,19,ITGAL
ENSG00000005882,384,PDK2
ENSG00000005884,824,ITGA3
ENSG00000005889,622,ZFX
ENSG00000005893,6564,LAMP2
ENSG00000005961,31,ITGA2B
ENSG00000005981,2,ASB4
ENSG00000006007,1589,GDE1
ENSG00000006015,590,REX1BD
ENSG00000006016,18,CRLF1
ENSG00000006025,251,OSBPL7
ENSG00000006042,1338,TMEM98
ENSG00000006047,89,YBX2
ENSG00000006059,0,KRT33A
ENSG00000006062,133,MAP3K14
ENSG00000006071,219,ABCC8
ENSG00000006116,203,CACNG3
ENSG00000006118,12680,TMEM132A
ENSG00000006125,21784,AP2B1
ENSG00000006128,2080,TAC1
ENSG00000006194,1026,ZNF263
ENSG00000006210,1819,CX3CL1
ENSG00000006282,221,SPATA20
ENSG00000006283,1405,CACNA1G
ENSG00000006327,270,TNFRSF12A
ENSG00000006377,1,DLX6
ENSG00000006432,2998,MAP3K9
ENSG00000006451,2597,RALA
ENSG00000006453,48,BAIAP2L1
ENSG00000006459,490,KDM7A
ENSG00000006468,1803,ETV1
ENSG00000006530,1189,AGK
ENSG00000006534,118,ALDH3B1
ENSG00000006555,2,TTC22
ENSG00000006576,1173,PHTF2
ENSG00000006606,0,CCL26
ENSG00000006607,587,FARP2
ENSG00000006611,4,USH1C
ENSG00000006625,241,GGCT
ENSG00000006634,171,DBF4
ENSG00000006638,2,TBXA2R
ENSG00000006652,321,IFRD1
ENSG00000006659,0,LGALS14
ENSG00000006695,611,COX10
ENSG00000006704,1009,GTF2IRD1
ENSG00000006712,1977,PAF1
ENSG00000006715,3965,VPS41
ENSG00000006740,465,ARHGAP44
ENSG00000006744,1446,ELAC2
ENSG00000006747,8,SCIN
ENSG00000006756,307,ARSD
ENSG00000006757,71,PNPLA4
ENSG00000006788,0,MYH13
ENSG00000006831,2127,ADIPOR2
ENSG00000006837,81,CDKL3
ENSG00000007001,18,UPP2
ENSG00000007038,0,PRSS21
ENSG00000007047,4097,MARK4
ENSG00000007062,133,PROM1
ENSG00000007080,4062,CCDC124
ENSG00000007129,95,CEACAM21
ENSG00000007168,9217,PAFAH1B1
ENSG00000007171,22,NOS2
ENSG00000007174,106,DNAH9
ENSG00000007202,2263,KIAA0100
ENSG00000007216,0,SLC13A2
ENSG00000007237,1947,GAS7
ENSG00000007255,257,TRAPPC6A
ENSG00000007264,501,MATK
ENSG00000007306,0,CEACAM7
ENSG00000007312,0,CD79B
ENSG00000007314,0,SCN4A
ENSG00000007341,384,ST7L
ENSG00000007350,392,TKTL1
ENSG00000007372,646,PAX6
ENSG00000007376,523,RPUSD1
ENSG00000007384,149,RHBDF1
ENSG00000007392,1563,LUC7L
ENSG00000007402,4243,CACNA2D2
ENSG00000007516,837,BAIAP3
ENSG00000007520,778,TSR3
ENSG00000007541,925,PIGQ
ENSG00000007545,565,CRAMP1
ENSG00000007866,142,TEAD3
ENSG00000007908,0,SELE
ENSG00000007923,1132,DNAJC11
ENSG00000007933,0,FMO3
ENSG00000007944,154,MYLIP
ENSG00000007952,28,NOX1
ENSG00000007968,79,E2F2
ENSG00000008018,1666,PSMB1
ENSG00000008056,1957,SYN1
ENSG00000008083,1457,JARID2
ENSG00000008086,1785,CDKL5
ENSG00000008118,110,CAMK1G
ENSG00000008128,16,CDK11A
ENSG00000008130,1077,NADK
ENSG00000008196,9796,TFAP2B
ENSG00000008197,27,TFAP2D
ENSG00000008226,4,DLEC1
ENSG00000008256,1014,CYTH3
ENSG00000008277,2026,ADAM22
ENSG00000008282,1269,SYPL1
ENSG00000008283,1388,CYB561
ENSG00000008294,7153,SPAG9
ENSG00000008300,4319,CELSR3
ENSG00000008311,831,AASS
ENSG00000008323,4,PLEKHG6
ENSG00000008324,335,SS18L2
ENSG00000008382,306,MPND
ENSG00000008394,2399,MGST1
ENSG00000008405,888,CRY1
ENSG00000008438,0,PGLYRP1
ENSG00000008441,1201,NFIX
ENSG00000008513,880,ST3GAL1
ENSG00000008516,41,MMP25
ENSG00000008517,33,IL32
ENSG00000008710,1971,PKD1
ENSG00000008735,6912,MAPK8IP2
ENSG00000008838,3911,MED24
ENSG00000008853,1813,RHOBTB2
ENSG00000008869,1418,HEATR5B
ENSG00000008952,10595,SEC62
ENSG00000008988,16865,RPS20
ENSG00000009307,27162,CSDE1
ENSG00000009335,1807,UBE3C
ENSG00000009413,5222,REV3L
ENSG00000009694,4686,TENM1
ENSG00000009709,2154,PAX7
ENSG00000009724,106,MASP2
ENSG00000009765,0,IYD
ENSG00000009780,255,FAM76A
ENSG00000009790,45,TRAF3IP3
ENSG00000009830,1014,POMT2
ENSG00000009844,3502,VTA1
ENSG00000009950,62,MLXIPL
ENSG00000009954,4977,BAZ1B
ENSG00000010017,1572,RANBP9
ENSG00000010030,10,ETV7
ENSG00000010072,321,SPRTN
ENSG00000010165,912,METTL13
ENSG00000010219,128,DYRK4
ENSG00000010244,2337,ZNF207
ENSG00000010256,3489,UQCRC1
ENSG00000010270,3362,STARD3NL
ENSG00000010278,1263,CD9
ENSG00000010282,0,HHATL
ENSG00000010292,881,NCAPD2
ENSG00000010295,316,IFFO1
ENSG00000010310,28,GIPR
ENSG00000010318,66,PHF7
ENSG00000010319,2,SEMA3G
ENSG00000010322,5901,NISCH
ENSG00000010327,2,STAB1
ENSG00000010361,287,FUZ
ENSG00000010379,4,SLC6A13
ENSG00000010404,889,IDS
ENSG00000010438,9,PRSS3
ENSG00000010539,341,ZNF200
ENSG00000010610,30,CD4
ENSG00000010626,298,LRRC23
ENSG00000010671,6,BTK
ENSG00000010704,6,HFE
ENSG00000010803,1453,SCMH1
ENSG00000010810,7181,FYN
ENSG00000010818,2494,HIVEP2
ENSG00000010932,2,FMO1
ENSG00000011007,1914,ELOA
ENSG00000011009,1552,LYPLA2
ENSG00000011021,2857,CLCN6
ENSG00000011028,1794,MRC2
ENSG00000011052,0,NME1-NME2
ENSG00000011083,190,SLC6A7
ENSG00000011105,1201,TSPAN9
ENSG00000011114,862,BTBD7
ENSG00000011132,137,APBA3
ENSG00000011143,248,MKS1
ENSG00000011198,1226,ABHD5
ENSG00000011201,4035,ANOS1
ENSG00000011243,1124,AKAP8L
ENSG00000011258,1127,MBTD1
ENSG00000011260,990,UTP18
ENSG00000011275,1763,RNF216
ENSG00000011295,2435,TTC19
ENSG00000011304,2352,PTBP1
ENSG00000011332,2224,DPF1
ENSG00000011347,4234,SYT7
ENSG00000011376,2092,LARS2
ENSG00000011405,1482,PIK3C2A
ENSG00000011422,33,PLAUR
ENSG00000011426,377,ANLN
ENSG00000011451,5842,WIZ
ENSG00000011454,3910,RABGAP1
ENSG00000011465,58,DCN
ENSG00000011478,259,QPCTL
ENSG00000011485,2386,PPP5C
ENSG00000011523,1371,CEP68
ENSG00000011566,1037,MAP4K3
ENSG00000011590,25,ZBTB32
ENSG00000011600,12,TYROBP
ENSG00000011638,144,LDAF1
ENSG00000011677,4181,GABRA3
ENSG00000012048,139,BRCA1
ENSG00000012061,710,ERCC1
ENSG00000012124,0,CD22
ENSG00000012171,93,SEMA3B
ENSG00000012174,1936,MBTPS2
ENSG00000012211,1,PRICKLE3
ENSG00000012223,0,LTF
ENSG00000012232,5896,EXTL3
ENSG00000012504,0,NR1H4
ENSG00000012660,4392,ELOVL5
ENSG00000012779,21,ALOX5
ENSG00000012817,615,KDM5D
ENSG00000012822,1025,CALCOCO1
ENSG00000012963,723,UBR7
ENSG00000012983,999,MAP4K5
ENSG00000013016,841,EHD3
ENSG00000013275,3023,PSMC4
ENSG00000013288,1951,MAN2B2
ENSG00000013293,2037,SLC7A14
ENSG00000013297,0,CLDN11
ENSG00000013306,1257,SLC25A39
ENSG00000013364,103,MVP
ENSG00000013374,1285,NUB1
ENSG00000013375,1340,PGM3
ENSG00000013392,463,RWDD2A
ENSG00000013441,1081,CLK1
ENSG00000013503,604,POLR3B
ENSG00000013523,307,ANGEL1
ENSG00000013561,1710,RNF14
ENSG00000013563,39,DNASE1L1
ENSG00000013573,218,DDX11
ENSG00000013583,284,HEBP1
ENSG00000013588,10,GPRC5A
ENSG00000013619,478,MAMLD1
ENSG00000013725,16,CD6
ENSG00000013810,506,TACC3
